0	401	471	429	501	data/print_char	婹
0	401	522	429	552	data/print_char	滱
0	401	573	429	603	data/print_char	侞
0	401	624	429	653	data/print_char	瞍
0	401	674	429	704	data/print_char	𤞒
0	401	725	429	755	data/print_char	擧
0	401	776	429	806	data/print_char	癭
0	401	827	429	857	data/print_char	葙
0	401	878	429	908	data/print_char	辇
0	401	929	429	959	data/print_char	㖸
0	401	980	429	1010	data/print_char	跞
0	401	1031	429	1061	data/print_char	棖
0	401	1082	429	1112	data/print_char	跣
0	401	1133	429	1163	data/print_char	鞕
0	401	1184	429	1214	data/print_char	䆰
0	401	1235	429	1264	data/print_char	𥯨
0	401	1285	429	1315	data/print_char	炖
0	401	1336	429	1365	data/print_char	𧊳
0	401	1386	429	1416	data/print_char	󱿅
0	401	1437	429	1467	data/print_char	㨶
0	431	471	459	501	data/print_char	𪧡
0	431	522	459	551	data/print_char	導
0	431	572	459	602	data/print_char	獼
0	431	623	459	652	data/print_char	𬨬
0	431	673	459	703	data/print_char	𢃑
0	431	724	459	754	data/print_char	唇
0	431	775	459	805	data/print_char	镌
0	431	826	459	856	data/print_char	灢
0	431	877	459	907	data/print_char	𨄷
0	431	928	459	958	data/print_char	昕
0	431	979	459	1009	data/print_char	𭃂
0	431	1030	459	1059	data/print_char	󰖦
0	431	1080	459	1110	data/print_char	搊
0	431	1131	459	1160	data/print_char	䉿
0	431	1181	459	1211	data/print_char	廁
0	431	1232	459	1262	data/print_char	󰥞
0	431	1283	459	1313	data/print_char	聎
0	431	1334	459	1364	data/print_char	掍
0	431	1385	459	1415	data/print_char	臱
0	431	1436	459	1465	data/print_char	上
0	461	471	489	501	data/print_char	𬒸
0	461	522	489	552	data/print_char	󱾷
0	461	573	489	602	data/print_char	󰁼
0	461	623	489	652	data/print_char	𩵽
0	461	673	489	703	data/print_char	𥣐
0	461	724	489	754	data/print_char	𠴉
0	461	775	489	805	data/print_char	𦧣
0	461	826	489	855	data/print_char	𥾽
0	461	876	489	906	data/print_char	匈
0	461	927	489	957	data/print_char	𢝚
0	461	978	489	1008	data/print_char	𩟋
0	461	1029	489	1058	data/print_char	殹
0	461	1079	489	1109	data/print_char	𫣞
0	461	1130	489	1160	data/print_char	懞
0	461	1181	489	1211	data/print_char	𬴫
0	461	1232	489	1262	data/print_char	濘
0	461	1283	489	1313	data/print_char	荘
0	461	1334	489	1364	data/print_char	󱕥
0	461	1385	489	1415	data/print_char	啿
0	461	1436	489	1466	data/print_char	儢
0	491	471	519	501	data/print_char	󰙦
0	491	522	519	552	data/print_char	縘
0	491	573	519	603	data/print_char	𣂷
0	491	624	519	654	data/print_char	費
0	491	675	519	705	data/print_char	𠺽
0	491	726	519	756	data/print_char	婌
0	491	777	519	807	data/print_char	𪫵
0	491	828	519	858	data/print_char	𤳷
0	491	879	519	909	data/print_char	𫇥
0	491	930	519	960	data/print_char	㜆
0	491	981	519	1010	data/print_char	󱯸
0	491	1031	519	1061	data/print_char	𪺓
0	491	1082	519	1112	data/print_char	𥵾
0	491	1133	519	1163	data/print_char	胫
0	491	1184	519	1213	data/print_char	净
0	491	1234	519	1264	data/print_char	𪠿
0	491	1285	519	1315	data/print_char	廬
0	491	1336	519	1366	data/print_char	孫
0	491	1387	519	1415	data/print_char	𧋾
0	491	1436	519	1466	data/print_char	𠝗
0	521	471	549	501	data/print_char	󱗠
0	521	521	549	551	data/print_char	诫
0	521	571	549	601	data/print_char	𣇙
0	521	621	549	651	data/print_char	𪃣
0	521	671	549	701	data/print_char	獻
0	521	721	549	751	data/print_char	抔
0	521	771	549	801	data/print_char	鶮
0	521	821	549	851	data/print_char	󰚛
0	521	871	549	901	data/print_char	钕
0	521	921	549	951	data/print_char	稹
0	521	971	549	1001	data/print_char	𫱞
0	521	1021	549	1051	data/print_char	󰊠
0	521	1071	549	1101	data/print_char	𣏿
0	521	1121	549	1151	data/print_char	穗
