0	344	414	394	468	data/print_char	𢺔
0	344	471	394	524	data/print_char	󰛩
0	344	527	394	580	data/print_char	絡
0	344	583	394	636	data/print_char	𬧡
0	344	639	394	692	data/print_char	秣
0	344	695	394	748	data/print_char	𤒠
0	344	751	394	804	data/print_char	𨄿
0	344	807	394	860	data/print_char	𬜽
0	344	863	394	916	data/print_char	󰨇
0	344	919	394	972	data/print_char	𫐂
0	344	975	394	1028	data/print_char	𤻼
0	344	1031	394	1084	data/print_char	歧
0	344	1087	394	1140	data/print_char	鱳
0	344	1143	394	1196	data/print_char	元
0	344	1199	394	1252	data/print_char	𩸰
0	344	1255	394	1308	data/print_char	𤢬
0	344	1311	394	1362	data/print_char	乇
0	344	1365	394	1418	data/print_char	纸
0	344	1421	394	1473	data/print_char	耋
0	344	1476	394	1529	data/print_char	木
0	396	414	446	467	data/print_char	󰯬
0	396	470	446	523	data/print_char	濕
0	396	526	446	579	data/print_char	徂
0	396	582	446	633	data/print_char	𣭒
0	396	636	446	688	data/print_char	󰓥
0	396	691	446	742	data/print_char	󱂒
0	396	745	446	798	data/print_char	󱿡
0	396	801	446	854	data/print_char	打
0	396	857	446	910	data/print_char	媷
0	396	913	446	966	data/print_char	泯
0	396	969	446	1022	data/print_char	󰯰
0	396	1025	446	1078	data/print_char	𠻤
0	396	1081	446	1135	data/print_char	瘼
0	396	1138	446	1191	data/print_char	㡝
0	396	1194	446	1246	data/print_char	󰚒
0	396	1249	446	1302	data/print_char	𨀋
0	396	1305	446	1356	data/print_char	𫐽
0	396	1359	446	1412	data/print_char	𣉴
0	396	1415	446	1468	data/print_char	𫠦
0	396	1471	446	1524	data/print_char	󰡎
0	448	414	498	468	data/print_char	𨨫
0	448	471	498	524	data/print_char	蚩
0	448	527	498	581	data/print_char	諾
0	448	584	498	636	data/print_char	嗛
0	448	639	498	692	data/print_char	荒
0	448	695	498	748	data/print_char	𭈙
0	448	751	498	804	data/print_char	薦
0	448	807	498	860	data/print_char	𦁀
0	448	863	498	916	data/print_char	𢲼
0	448	919	498	972	data/print_char	󰓽
0	448	975	498	1028	data/print_char	󰪓
0	448	1031	498	1084	data/print_char	醲
0	448	1087	498	1139	data/print_char	𬧒
0	448	1142	499	1196	data/print_char	󰦡
0	448	1199	498	1252	data/print_char	𣈕
0	448	1255	498	1307	data/print_char	𩾏
0	448	1310	498	1363	data/print_char	󰝫
0	448	1366	498	1419	data/print_char	𫊐
0	448	1422	498	1475	data/print_char	𨮒
0	448	1478	498	1531	data/print_char	𪽵
0	500	414	550	467	data/print_char	掺
0	500	470	550	523	data/print_char	󱙹
0	500	526	550	579	data/print_char	󰢹
0	500	582	550	635	data/print_char	洟
0	500	638	550	692	data/print_char	釉
0	500	695	550	747	data/print_char	㫝
0	500	750	550	803	data/print_char	灭
0	500	806	550	859	data/print_char	讋
0	500	862	550	915	data/print_char	󰗺
0	500	918	550	971	data/print_char	彣
0	500	974	550	1027	data/print_char	󰂟
0	500	1030	550	1083	data/print_char	𤔾
0	500	1086	550	1139	data/print_char	󱲥
0	500	1142	550	1195	data/print_char	󰎱
0	500	1198	550	1250	data/print_char	蕭
0	500	1253	550	1306	data/print_char	󰐘
0	500	1309	550	1362	data/print_char	噞
0	500	1365	550	1417	data/print_char	󰮒
0	500	1420	550	1471	data/print_char	黽
0	500	1474	550	1527	data/print_char	寸
0	552	414	602	467	data/print_char	𧹥
0	552	470	602	523	data/print_char	叽
0	552	526	602	579	data/print_char	咴
0	552	582	602	635	data/print_char	階
0	552	638	602	691	data/print_char	劦
0	552	694	602	747	data/print_char	󰬠
0	552	750	602	803	data/print_char	𢹇
0	552	806	602	858	data/print_char	咕
0	552	861	602	914	data/print_char	𥊥
0	552	917	602	970	data/print_char	𪰤
0	552	973	602	1026	data/print_char	󰙕
0	552	1029	602	1082	data/print_char	㩡
0	552	1085	602	1138	data/print_char	󰯂
0	552	1141	602	1194	data/print_char	𫛎
